Federal Provider Number,Provider Name,Provider City,Provider State,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Most Recent Health Inspection More Than 2 Years Ago,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Health Inspection Rating,Staffing Rating,RN Staffing Rating,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date,Latitude,Adjusted Total Nurse Staffing Hours per Resident per Day,Longitude
175172,MANORCARE HEALTH SERVICES - TOPEKA,TOPEKA,KS,66614,Shawnee,For profit - Corporation,120,78,Medicare and Medicaid,False,False,Yes,3.0,2.0,3.0,3.0,124.667,2,9,2,$12376.00,0,2,"2515 SW WANAMAKER ROAD
TOPEKA, KS 66614
(39.020246, -95.762322)",09/01/2016,39.020246,3.3957,-95.762322
175231,GOOD SAMARITAN SOCIETY - ELLSWORTH VILLAGE,ELLSWORTH,KS,67439,Ellsworth,Non profit - Corporation,74,58,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,4.0,161.5,3,0,1,$2763.00,1,2,"1156 HIGHWAY
ELLSWORTH, KS 67439
(38.700051, -98.215795)",09/01/2016,38.700051,3.0769,-98.215795
175232,PLEASANT VALLEY MANOR,SEDAN,KS,67361,Chautauqua,For profit - Corporation,71,59,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,4.0,75.333,0,0,0,$0.00,0,0,"623 E ELM
SEDAN, KS 67361
(37.12905, -96.180369)",09/01/2016,37.12905,3.61025,-96.180369
175228,GOLDEN LIVINGCENTER - LANSING,LANSING,KS,66043,Leavenworth,For profit - Corporation,58,46,Medicare and Medicaid,False,False,Yes,4.0,3.0,2.0,3.0,57.333,2,20,0,$0.00,0,0,"210 PLAZA DRIVE
LANSING, KS 66043
(39.258364, -94.901245)",09/01/2016,39.258364,3.23678,-94.901245
175229,GOLDEN LIVINGCENTER - PARKWAY,EDWARDSVILLE,KS,66111,Wyandotte,For profit - Corporation,50,41,Medicare and Medicaid,False,False,Yes,2.0,3.0,1.0,2.0,56.0,0,3,0,$0.00,0,0,"749 BLAKE STREET
EDWARDSVILLE, KS 66111
(39.056902, -94.818341)",09/01/2016,39.056902,3.14938,-94.818341
175233,GALENA NURSING & REHAB CENTER,GALENA,KS,66739,Cherokee,For profit - Corporation,58,54,Medicare and Medicaid,False,False,Yes,5.0,5.0,2.0,3.0,21.333,1,4,0,$0.00,0,0,"1220 E 8TH STREET
GALENA, KS 66739
(37.073715, -94.626535)",09/01/2016,37.073715,3.01013,-94.626535
175286,WHEATLAND NURSING & REHABILITATION CENTER,RUSSELL,KS,67665,Russell,For profit - Corporation,59,41,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,2.0,171.167,9,4,0,$0.00,0,0,"320 S LINCOLN ST
RUSSELL, KS 67665
(38.881881, -98.862311)",09/01/2016,38.881881,3.2945,-98.862311
175291,GREAT BEND HEALTH & REHAB CENTER,GREAT BEND,KS,67530,Barton,For profit - Corporation,110,66,Medicare and Medicaid,False,False,Yes,1.0,1.0,4.0,5.0,257.333,14,9,2,$31005.00,2,4,"1560 K 96 HWY
GREAT BEND, KS 67530
(38.367407, -98.803667)",09/01/2016,38.367407,3.82453,-98.803667
175287,EUREKA NURSING CENTER,EUREKA,KS,67045,Greenwood,For profit - Corporation,76,49,Medicare and Medicaid,False,False,Yes,5.0,4.0,3.0,3.0,28.0,0,0,0,$0.00,0,0,"1020 N SCHOOL STREET
EUREKA, KS 67045
(37.829689, -96.291373)",09/01/2016,37.829689,3.38863,-96.291373
175290,WINDSOR PLACE LLC,COFFEYVILLE,KS,67337,Montgomery,For profit - Corporation,147,128,Medicare and Medicaid,False,False,Yes,3.0,4.0,4.0,4.0,50.0,0,0,0,$0.00,0,0,"2921 W 1ST ST
COFFEYVILLE, KS 67337
(37.043617, -95.660076)",09/01/2016,37.043617,3.96248,-95.660076
175292,MEDICALODGES DOUGLASS,DOUGLASS,KS,67039,Butler,For profit - Corporation,42,32,Medicare and Medicaid,False,False,Yes,5.0,4.0,5.0,5.0,50.667,1,1,0,$0.00,0,0,"619 S HIGHWAY
DOUGLASS, KS 67039
(37.514379, -97.005926)",09/01/2016,37.514379,4.47155,-97.005926
175294,MEDICALODGES GODDARD,GODDARD,KS,67052,Sedgwick,For profit - Corporation,60,55,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,4.0,41.333,1,2,0,$0.00,0,0,"501 EASY ST
GODDARD, KS 67052
(37.661175, -97.582207)",09/01/2016,37.661175,3.92542,-97.582207
365246,VAN WERT MANOR,VAN WERT,OH,45891,Van Wert,For profit - Corporation,75,57,Medicare and Medicaid,False,False,Yes,4.0,4.0,4.0,4.0,12.667,0,0,0,$0.00,0,0,"160 FOX RD
VAN WERT, OH 45891
(40.851675, -84.586163)",09/01/2016,40.851675,4.26533,-84.586163
175317,GOLDEN LIVINGCENTER - NEODESHA,NEODESHA,KS,66757,Wilson,For profit - Corporation,45,43,Medicare and Medicaid,False,False,Yes,1.0,1.0,2.0,3.0,234.833,2,4,1,$72280.00,1,2,"1626 N 8TH STREET
NEODESHA, KS 66757
(37.433339, -95.683718)",09/01/2016,37.433339,2.37995,-95.683718
175323,VILLAGE VILLA,NORTONVILLE,KS,66060,Jefferson,For profit - Corporation,42,33,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,79.333,0,1,0,$0.00,0,0,"346 NORTONVILLE
KS 66060
(39.414457, -95.33406)",09/01/2016,39.414457,5.0338,-95.33406
175322,GOOD SAMARITAN SOCIETY - HAYS,HAYS,KS,67601,Ellis,Non profit - Corporation,70,69,Medicare and Medicaid,False,False,Yes,2.0,1.0,4.0,5.0,139.167,7,11,1,$2730.00,1,2,"2700 CANAL BLVD
HAYS, KS 67601
(38.885996, -99.333942)",09/01/2016,38.885996,3.69123,-99.333942
175334,GOOD SAMARITAN SOCIETY - LIBERAL,LIBERAL,KS,67901,Seward,Non profit - Church related,59,52,Medicare and Medicaid,False,False,Yes,1.0,1.0,4.0,4.0,195.833,4,9,2,$142740.00,2,4,"2160 ZINNIA LN
LIBERAL, KS 67901
(37.063711, -100.924665)",09/01/2016,37.063711,3.80121,-100.924665
175333,HICKORY POINTE CARE & REHAB CENTER,OSKALOOSA,KS,66066,Jefferson,For profit - Corporation,60,43,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,185.167,6,15,1,$58504.00,1,2,"700 CHEROKEE
OSKALOOSA, KS 66066
(39.213966, -95.311665)",09/01/2016,39.213966,3.59696,-95.311665
175332,OTTAWA RETIREMENT VILLAGE,OTTAWA,KS,66067,Franklin,Non profit - Corporation,105,69,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,4.0,243.667,2,5,1,$4063.00,1,2,"1100 W 15TH ST
OTTAWA, KS 66067
(38.593851, -95.282323)",09/01/2016,38.593851,3.50218,-95.282323
175369,LOCUST GROVE VILLAGE,LA CROSSE,KS,67548,Rush,Non profit - Corporation,50,44,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,4.0,188.667,3,7,0,$0.00,0,0,"701 W 6TH ST
LA CROSSE, KS 67548
(38.528744, -99.315921)",09/01/2016,38.528744,3.35253,-99.315921
175377,TRINITY MANOR,DODGE CITY,KS,67801,Ford,For profit - Corporation,62,55,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,2.0,192.667,2,4,2,$77558.00,1,3,"510 W FRONTVIEW ST
DODGE CITY, KS 67801
(37.780347, -100.024615)",09/01/2016,37.780347,5.92682,-100.024615
175366,GOOD SAMARITAN SOCIETY - ATWOOD,ATWOOD,KS,67730,Rawlins,Non profit - Corporation,40,29,Medicare and Medicaid,False,False,Yes,4.0,3.0,4.0,4.0,68.0,2,0,0,$0.00,0,0,"650 LAKE ROAD
ATWOOD, KS 67730
(39.814043, -101.040284)",09/01/2016,39.814043,3.91787,-101.040284
175363,MEDICALODGES FRONTENAC,FRONTENAC,KS,66763,Crawford,For profit - Corporation,120,68,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,3.0,113.333,7,6,0,$0.00,0,0,"206 S DITTMAN ST
FRONTENAC, KS 66763
(37.450385, -94.697799)",09/01/2016,37.450385,4.06079,-94.697799
175379,MENNONITE FRIENDSHIP COMMUNITIES INC,SOUTH HUTCHINSON,KS,67505,Reno,Non profit - Corporation,154,105,Medicare and Medicaid,False,False,Yes,3.0,2.0,5.0,5.0,102.0,2,8,2,$27650.00,1,3,"600 W BLANCHARD AVE
SOUTH HUTCHINSON, KS 67505
(38.027932, -97.953043)",09/01/2016,38.027932,5.71378,-97.953043
175387,PARKSIDE HOMES,HILLSBORO,KS,67063,Marion,Non profit - Corporation,117,43,Medicare and Medicaid,False,False,Yes,5.0,4.0,5.0,5.0,50.0,3,1,0,$0.00,0,0,"200 WILLOW RD
HILLSBORO, KS 67063
(38.343209, -97.205128)",09/01/2016,38.343209,5.53357,-97.205128
175397,ROSSVILLE HEALTHCARE & REHAB CENTER,ROSSVILLE,KS,66533,Shawnee,For profit - Corporation,79,78,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,5.0,74.667,2,5,0,$0.00,0,0,"600 PERRY
ROSSVILLE, KS 66533
(39.136918, -95.94362)",09/01/2016,39.136918,2.58848,-95.94362
385276,CASCADE MANOR,EUGENE,OR,97405,Lane,Non profit - Corporation,32,15,Medicare,False,False,Yes,5.0,5.0,,,6.0,0,0,0,$0.00,0,0,"65 WEST 30TH AVENUE
EUGENE, OR 97405
(44.024194, -123.093269)",09/01/2016,44.024194,,-123.093269
17E585,DOOLEY CENTER,ATCHISON,KS,66002,Atchison,Non profit - Corporation,46,40,Medicaid,False,False,Yes,5.0,5.0,5.0,5.0,20.0,0,2,0,$0.00,0,0,"801 S 8TH STREET
ATCHISON, KS 66002
(39.553888, -95.12367)",09/01/2016,39.553888,5.44917,-95.12367
17E580,PIONEER LODGE,COLDWATER,KS,67029,Comanche,Non profit - Corporation,33,23,Medicaid,False,False,Yes,4.0,3.0,4.0,5.0,58.0,0,0,0,$0.00,0,0,"300 W 3RD
COLDWATER, KS 67029
(37.266822, -99.330996)",09/01/2016,37.266822,4.32528,-99.330996
17E589,CUMBERNAULD VILLAGE,WINFIELD,KS,67156,Cowley,Non profit - Corporation,42,42,Medicaid,False,False,Yes,4.0,3.0,4.0,3.0,51.333,0,0,0,$0.00,0,0,"716 TWEED STREET
WINFIELD, KS 67156
(37.255136, -96.975209)",09/01/2016,37.255136,4.66387,-96.975209
185208,CARMEL MANOR,FORT THOMAS,KY,41075,Campbell,Non profit - Church related,65,54,Medicare and Medicaid,False,False,Yes,4.0,3.0,,,38.667,0,2,0,$0.00,0,0,"100 CARMEL MANOR ROAD
FORT THOMAS, KY 41075
(39.064255, -84.440079)",09/01/2016,39.064255,,-84.440079
185005,SPRING CREEK HEALTH CARE,MURRAY,KY,42071,Calloway,For profit - Corporation,226,138,Medicare and Medicaid,True,False,Yes,2.0,2.0,3.0,3.0,60.667,0,4,0,$0.00,0,0,"1401 SOUTH 16TH STREET
MURRAY, KY 42071
(36.588918, -88.324476)",09/01/2016,36.588918,3.65067,-88.324476
185003,LAUREL HEIGHTS HOME FOR THE ELDERLY,LONDON,KY,40743,Laurel,Non profit - Corporation,160,158,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,245.667,1,1,1,$54860.00,0,1,"208 WEST TWELFTH STREET
LONDON, KY 40743
(37.132247, -84.091562)",09/01/2016,37.132247,4.15408,-84.091562
185138,NAZARETH HOME,LOUISVILLE,KY,40205,Jefferson,Non profit - Corporation,118,112,Medicare and Medicaid,False,False,Yes,5.0,5.0,4.0,3.0,5.333,0,0,0,$0.00,0,0,"2000 NEWBURG ROAD
LOUISVILLE, KY 40205
(38.219023, -85.709166)",09/01/2016,38.219023,4.7628,-85.709166
185137,WESTMINSTER TERRACE,LOUISVILLE,KY,40218,Jefferson,Non profit - Corporation,112,88,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,3.0,37.333,1,1,0,$0.00,0,0,"2116 BUECHEL BANK ROAD
LOUISVILLE, KY 40218
(38.188912, -85.647828)",09/01/2016,38.188912,3.55487,-85.647828
185150,KNOTT COUNTY HEALTH & REHABILITATION CENTER,HINDMAN,KY,41822,Knott,For profit - Corporation,92,91,Medicare and Medicaid,False,False,Yes,4.0,4.0,2.0,2.0,11.333,1,0,0,$0.00,0,0,"388 PERKINS MADDEN ROAD
HINDMAN, KY 41822
(37.321465, -82.970534)",09/01/2016,37.321465,3.47484,-82.970534
185151,RIVERVIEW HEALTH CARE CENTER,PRESTONSBURG,KY,41653,Floyd,For profit - Corporation,121,104,Medicare and Medicaid,False,False,Yes,2.0,2.0,2.0,3.0,48.667,1,3,0,$0.00,0,0,"79 SPARROW LANE
PRESTONSBURG, KY 41653
(37.670384, -82.745204)",09/01/2016,37.670384,3.15118,-82.745204
185149,LIFE CARE CENTER OF BARDSTOWN,BARDSTOWN,KY,40004,Nelson,For profit - Partnership,100,74,Medicare and Medicaid,False,False,Yes,3.0,4.0,3.0,3.0,22.0,0,0,0,$0.00,0,0,"120 LIFE CARE WAY
BARDSTOWN, KY 40004
(37.81711, -85.45615)",09/01/2016,37.81711,3.88515,-85.45615
185168,SIGNATURE HEALTHCARE OF MONROE COUNTY REHAB & WELL,TOMPKINSVILLE,KY,42167,Monroe,For profit - Corporation,104,93,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,4.0,29.333,0,0,0,$0.00,0,0,"706 NORTH MAGNOLIA STREET
TOMPKINSVILLE, KY 42167
(36.70347, -85.6854)",09/01/2016,36.70347,3.35406,-85.6854
185228,WESTERN STATE NURSING FACILITY,HOPKINSVILLE,KY,42240,Christian,Government - State,144,111,Medicare and Medicaid,False,False,Yes,5.0,3.0,4.0,4.0,26.0,2,0,2,$27500.00,0,2,"2400 RUSSELLVILLE ROAD
HOPKINSVILLE, KY 42240
(36.86276, -87.449535)",09/01/2016,36.86276,4.72993,-87.449535
185230,MOUNTAIN VIEW HEALTH CARE CENTER,ELKHORN CITY,KY,41522,Pike,For profit - Partnership,106,87,Medicare and Medicaid,False,False,Yes,1.0,2.0,1.0,1.0,48.0,0,3,0,$0.00,0,0,"945 WEST RUSSELL STREET
ELKHORN CITY, KY 41522
(37.299297, -82.35493)",09/01/2016,37.299297,2.9164,-82.35493
185229,DIVERSICARE OF GLASGOW,GLASGOW,KY,42141,Barren,For profit - Corporation,94,87,Medicare and Medicaid,False,False,Yes,5.0,5.0,3.0,3.0,9.333,1,3,0,$0.00,0,0,"300 WESTWOOD STREET
GLASGOW, KY 42141
(36.994682, -85.933626)",09/01/2016,36.994682,3.5322,-85.933626
185234,CALVERT CITY CONVALESCENT CENTER,CALVERT CITY,KY,42029,Marshall,Non profit - Corporation,95,89,Medicare and Medicaid,False,False,Yes,2.0,3.0,3.0,3.0,32.667,1,1,0,$0.00,0,0,"1201 FIFTH AVE
CALVERT CITY, KY 42029
(37.021381, -88.334031)",09/01/2016,37.021381,3.65305,-88.334031
185236,OWENSBORO CENTER,OWENSBORO,KY,42303,Daviess,For profit - Corporation,145,128,Medicare and Medicaid,False,False,Yes,1.0,3.0,1.0,2.0,40.667,0,2,0,$0.00,0,0,"1205 LEITCHFIELD RD
OWENSBORO, KY 42303
(37.765653, -87.090219)",09/01/2016,37.765653,3.17512,-87.090219
185478,FOREST SPRINGS HEALTH CAMPUS,LOUISVILLE,KY,40245,Jefferson,For profit - Corporation,58,41,Medicare and Medicaid,False,False,Yes,5.0,5.0,5.0,5.0,4.8,0,0,0,$0.00,0,0,"4120 WOODED ACRE LANE
LOUISVILLE, KY 40245
(38.163561, -85.685556)",09/01/2016,38.163561,5.41413,-85.685556
185480,KINGS DAUGHTERS MEDICAL CENTER,ASHLAND,KY,41101,Boyd,Non profit - Corporation,10,2,Medicare and Medicaid,True,False,Yes,,,,,,0,0,0,$0.00,0,0,"2201 LEXINGTON AVE
ASHLAND, KY 41101
(38.470401, -82.635916)",09/01/2016,38.470401,,-82.635916
195139,"BATON ROUGE GEN MED CTR, SNF",BATON ROUGE,LA,70806,E. Baton Rouge,Non profit - Corporation,54,32,Medicare,True,False,Yes,5.0,5.0,,,2.667,0,0,0,$0.00,0,0,"3600 FLORIDA BLVD
BATON ROUGE, LA 70806
(30.450336, -91.154638)",09/01/2016,30.450336,,-91.154638
195150,VILLA FELICIANA CHRONIC DISEASE,JACKSON,LA,70748,East Feliciana,Government - State,297,146,Medicare and Medicaid,True,False,Yes,3.0,2.0,4.0,4.0,39.333,0,3,0,$0.00,0,0,"5002 HIGHWAY
JACKSON, LA 70748
(30.829622, -91.157855)",09/01/2016,30.829622,5.47442,-91.157855
195181,GLENWOOD REGIONAL MED CTR SNF,WEST MONROE,LA,71291,Ouachita,For profit - Corporation,14,12,Medicare,False,False,Yes,2.0,2.0,4.0,5.0,49.333,0,3,0,$0.00,1,1,"503 MCMILLAN ROAD
WEST MONROE, LA 71291
(32.513462, -92.156761)",09/01/2016,32.513462,3.89942,-92.156761
195177,TRINITY NEUROLOGIC REHABILITATION CENTER,SLIDELL,LA,70458,St. Tammany,For profit - Corporation,110,98,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,3.0,30.0,0,7,0,$0.00,0,0,"1400 LINDBERG DRIVE
SLIDELL, LA 70458
(30.28154, -89.754006)",09/01/2016,30.28154,3.90483,-89.754006
195180,OCHSNER FOUNDATION HOSP SNF,NEW ORLEANS,LA,70121,Jefferson,Non profit - Corporation,38,32,Medicare,True,False,Yes,4.0,5.0,5.0,5.0,7.333,0,3,0,$0.00,0,0,"1221 S CLEARVIEW PARKWAY
NEW ORLEANS, LA 70121
(29.962162, -90.184361)",09/01/2016,29.962162,7.10169,-90.184361
195214,FERNCREST MANOR LIVING CENTER,NEW ORLEANS,LA,70128,Orleans,For profit - Corporation,200,164,Medicare and Medicaid,False,False,Yes,2.0,3.0,1.0,1.0,21.333,0,5,0,$0.00,0,0,"14500 HAYNES BLVD
NEW ORLEANS, LA 70128
(30.071445, -89.949096)",09/01/2016,30.071445,3.33608,-89.949096
195220,HERITAGE MANOR OF SLIDELL,SLIDELL,LA,70461,St. Tammany,For profit - Corporation,120,112,Medicare and Medicaid,False,False,Yes,1.0,1.0,3.0,3.0,56.833,0,4,1,$145893.00,0,1,"106 MEDICAL CENTER DRIVE
SLIDELL, LA 70461
(30.28756, -89.744465)",09/01/2016,30.28756,3.36995,-89.744465
195291,HERITAGE MANOR HEALTH & REHAB,FERRIDAY,LA,71334,Concordia,For profit - Corporation,120,62,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,3.0,36.667,0,4,0,$0.00,0,0,"110 SERIO BLVD
FERRIDAY, LA 71334
(31.648545, -91.553564)",09/01/2016,31.648545,4.12859,-91.553564
195303,TWIN OAKS NURSING HOME,LAPLACE,LA,70068,St. John Baptist,For profit - Corporation,148,111,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,3.0,32.0,0,5,0,$0.00,0,0,"506 WEST 5TH STREET
LAPLACE, LA 70068
(30.069027, -90.500141)",09/01/2016,30.069027,3.78826,-90.500141
195304,CHATEAU ST. JAMES REHAB AND RETIREMENT,LUTCHER,LA,70071,St. James,For profit - Corporation,116,73,Medicare and Medicaid,False,False,Yes,1.0,2.0,1.0,2.0,42.667,0,1,1,$28503.00,0,1,"1980 JEFFERSON HWY
LUTCHER, LA 70071
(30.03884, -90.693129)",09/01/2016,30.03884,3.12354,-90.693129
195278,METAIRIE HEALTH CARE CENTER,METAIRIE,LA,70003,Jefferson,For profit - Corporation,202,123,Medicare and Medicaid,False,False,Yes,3.0,4.0,3.0,3.0,18.667,0,0,0,$0.00,0,0,"6401 RIVERSIDE DRIVE
METAIRIE, LA 70003
(30.009219, -90.215768)",09/01/2016,30.009219,3.73811,-90.215768
195302,GUEST HOUSE OF SLIDELL,SLIDELL,LA,70458,St. Tammany,Non profit - Corporation,116,69,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,2.0,20.667,0,2,0,$0.00,1,1,"1051 ROBERT BLVD
SLIDELL, LA 70458
(30.289493, -89.770534)",09/01/2016,30.289493,4.14452,-89.770534
195310,MANY HEALTHCARE NORTH,MANY,LA,71449,Sabine,For profit - Corporation,188,69,Medicare and Medicaid,False,False,Yes,4.0,4.0,2.0,2.0,20.667,0,1,0,$0.00,0,0,"120 NATCHITOCHES HWY
MANY, LA 71449
(31.574605, -93.468705)",09/01/2016,31.574605,3.35537,-93.468705
195321,HERITAGE MANOR OF OPELOUSAS,OPELOUSAS,LA,70570,St. Landry,For profit - Corporation,109,102,Medicare and Medicaid,False,False,Yes,5.0,4.0,2.0,3.0,15.333,0,2,0,$0.00,0,0,"7941 I 49 SOUTH SERVICE ROAD
OPELOUSAS, LA 70570
(30.554818, -92.053134)",09/01/2016,30.554818,3.21734,-92.053134
195319,THIBODAUX HEALTHCARE CENTER,THIBODAUX,LA,70301,Lafourche,For profit - Corporation,78,70,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,3.0,21.333,2,5,0,$0.00,0,0,"1300 LAFOURCHE DRIVE
THIBODAUX, LA 70301
(29.80647, -90.822566)",09/01/2016,29.80647,3.28317,-90.822566
195336,MARRERO HEALTHCARE CENTER,MARRERO,LA,70072,Jefferson,For profit - Corporation,134,83,Medicare and Medicaid,False,False,Yes,3.0,4.0,1.0,2.0,10.667,0,2,0,$0.00,0,0,"5301 AUGUST AVENUE
MARRERO, LA 70072
(29.884095, -90.104704)",09/01/2016,29.884095,2.87868,-90.104704
195329,PLAQUEMINE MANOR NURSING HOME,PLAQUEMINE,LA,70764,Iberville,For profit - Corporation,120,79,Medicare and Medicaid,False,False,Yes,1.0,2.0,3.0,3.0,36.667,0,1,0,$0.00,0,0,"59355 RIVER WEST DRIVE
PLAQUEMINE, LA 70764
(30.263894, -91.244191)",09/01/2016,30.263894,3.35137,-91.244191
195344,SPRING LAKE REHABILITATION CENTER,SHREVEPORT,LA,71106,Caddo,For profit - Corporation,160,126,Medicare and Medicaid,False,False,Yes,2.0,3.0,1.0,1.0,30.0,0,2,0,$0.00,0,0,"8622 LINE AVENUE
SHREVEPORT, LA 71106
(32.423842, -93.738585)",09/01/2016,32.423842,3.18741,-93.738585
195359,CHRISTUS ST JOSEPH HOME,MONROE,LA,71203,Ouachita,Non profit - Corporation,130,97,Medicare and Medicaid,False,False,Yes,2.0,1.0,4.0,3.0,74.0,0,2,1,$4095.00,1,2,"2301 STERLINGTON ROAD
MONROE, LA 71203
(32.541789, -92.078501)",09/01/2016,32.541789,4.54524,-92.078501
195369,OUR LADY OF PROMPT SUCCOR NURSING FACILITY,OPELOUSAS,LA,70570,St. Landry,Non profit - Corporation,120,109,Medicare and Medicaid,False,False,Yes,3.0,3.0,3.0,2.0,28.667,0,0,1,$13163.00,0,1,"954 E PRUDHOMME LANE
OPELOUSAS, LA 70570
(30.542138, -92.063495)",09/01/2016,30.542138,4.03646,-92.063495
195361,BATON ROUGE HEALTH CARE CENTER,BATON ROUGE,LA,70811,E. Baton Rouge,Non profit - Corporation,145,105,Medicare and Medicaid,False,False,Yes,2.0,2.0,3.0,2.0,48.0,0,5,0,$0.00,0,0,"5550 THOMAS ROAD
BATON ROUGE, LA 70811
(30.55863, -91.137457)",09/01/2016,30.55863,3.78781,-91.137457
195392,CHARLYN REHAB & NURSING CENTER,WINNSBORO,LA,71295,Franklin,For profit - Partnership,150,68,Medicare and Medicaid,False,False,Yes,1.0,1.0,4.0,3.0,60.333,0,0,1,$5850.00,0,1,"804 POLK STREET
WINNSBORO, LA 71295
(32.167201, -91.732558)",09/01/2016,32.167201,5.04245,-91.732558
195388,FRANKLIN HEALTH CARE CENTER,FRANKLIN,LA,70538,St. Mary,For profit - Partnership,152,102,Medicare and Medicaid,False,False,Yes,1.0,3.0,1.0,1.0,24.0,0,5,0,$0.00,0,0,"1907 CHINABERRY STREET
FRANKLIN, LA 70538
(29.790706, -91.521816)",09/01/2016,29.790706,3.33723,-91.521816
195389,BATON ROUGE HERITAGE HOUSE I I,BATON ROUGE,LA,70806,E. Baton Rouge,For profit - Corporation,160,107,Medicare and Medicaid,False,False,Yes,4.0,4.0,3.0,3.0,17.333,0,1,0,$0.00,0,0,"1335 WOODDALE BLVD
BATON ROUGE, LA 70806
(30.460721, -91.110213)",09/01/2016,30.460721,3.46373,-91.110213
195390,HILLTOP NURSING & REHABILITATION CENTER,PINEVILLE,LA,71360,Rapides,For profit - Corporation,130,123,Medicare and Medicaid,False,False,Yes,2.0,2.0,2.0,1.0,46.0,0,4,0,$0.00,0,0,"336 EDGEWOOD DRIVE
PINEVILLE, LA 71360
(31.340194, -92.400017)",09/01/2016,31.340194,3.84022,-92.400017
195393,DEERFIELD NURSING & REHABILITATION CENTER,DELHI,LA,71232,Richland,For profit - Partnership,103,65,Medicare and Medicaid,False,False,Yes,2.0,3.0,3.0,2.0,20.667,0,1,0,$0.00,0,0,"522 MAIN STREET
DELHI, LA 71232
(32.461669, -91.492461)",09/01/2016,32.461669,3.99504,-91.492461
195398,"WEST CARROLL CARE CENTER, INC",OAK GROVE,LA,71263,West Carroll,For profit - Corporation,80,73,Medicare and Medicaid,False,False,Yes,2.0,3.0,1.0,1.0,28.0,0,0,0,$0.00,0,0,"706 ROSS STREET
OAK GROVE, LA 71263
(32.867813, -91.383196)",09/01/2016,32.867813,3.14406,-91.383196
195396,"BERNICE NURSING AND REHABILITATION CENTER, LLC",BERNICE,LA,71222,Union,For profit - Individual,126,78,Medicare and Medicaid,False,False,Yes,3.0,4.0,3.0,2.0,16.0,0,0,0,$0.00,0,0,"101 REEVES STREET
BERNICE, LA 71222
(32.818065, -92.657447)",09/01/2016,32.818065,4.00062,-92.657447
195394,COLONIAL MANOR NURSING & REHABILITATION CENTER LLC,RAYVILLE,LA,71269,Richland,For profit - Corporation,134,44,Medicare and Medicaid,False,False,Yes,1.0,2.0,2.0,1.0,50.0,0,0,0,$0.00,0,0,"114 WHATLEY ST
RAYVILLE, LA 71269
(32.468412, -91.752478)",09/01/2016,32.468412,4.09743,-91.752478
195408,HERITAGE MANOR SOUTH,SHREVEPORT,LA,71118,Caddo,For profit - Corporation,145,117,Medicare and Medicaid,False,False,Yes,3.0,5.0,1.0,2.0,4.0,0,0,0,$0.00,0,0,"9712 MANSFIELD ROAD
SHREVEPORT, LA 71118
(32.382436, -93.81894)",09/01/2016,32.382436,2.92376,-93.81894
195410,ST JAMES PLACE NURSING CARE CENTER,BATON ROUGE,LA,70808,E. Baton Rouge,Non profit - Corporation,64,63,Medicare,False,False,Yes,5.0,5.0,3.0,4.0,5.333,0,5,0,$0.00,0,0,"333 LEE DRIVE
BATON ROUGE, LA 70808
(30.398268, -91.155728)",09/01/2016,30.398268,3.43122,-91.155728
195423,CARROLL NURSING HOME,OAK GROVE,LA,71263,West Carroll,For profit - Corporation,120,53,Medicare and Medicaid,False,False,Yes,2.0,3.0,3.0,2.0,24.667,0,0,0,$0.00,0,0,"307 N CASTLEMAN ST
OAK GROVE, LA 71263
(32.863504, -91.391964)",09/01/2016,32.863504,5.31169,-91.391964
195422,ROSEWOOD NURSING CENTER,LAKE CHARLES,LA,70601,Calcasieu,For profit - Corporation,150,83,Medicare and Medicaid,False,False,Yes,2.0,3.0,3.0,3.0,24.667,0,4,0,$0.00,0,0,"534 15TH STREET
LAKE CHARLES, LA 70601
(30.209187, -93.214568)",09/01/2016,30.209187,3.75711,-93.214568
