index,Provider Name,Provider State,Federal Provider Number,Provider SSA County Code,Provider County Name,Overall Rating,Location,Latitude,Longitude
1118,SUNSET MANOR CONV HOSP,CA,055104,200,Los Angeles,5.0,"2720 NEVADA AVENUE
EL MONTE, CA 91733
(34.061094, -118.036816)",34.061094,-118.036816
1132,SPRING HILL MANOR,CA,055640,390,Nevada,5.0,"355 JOERSCHKE DR
GRASS VALLEY, CA 95945
(39.230546, -121.042183)",39.230546,-121.042183
1136,ONTARIO HEALTHCARE CENTER,CA,055707,460,San Bernardino,5.0,"1661 SOUTH EUCLID AVENUE
ONTARIO, CA 91762
(34.042984, -117.650746)",34.042984,-117.650746
1139,"GREYSTONE NURSING AND REHAB, LLC",AR,045453,420,Lonoke,5.0,"121 SPRING VALLEY ROAD
CABOT, AR 72023
(35.018964, -92.072978)",35.018964,-92.072978
1141,VALLE VERDE HEALTH FACILITY,CA,055733,520,Santa Barbara,5.0,"900 CALLE
SANTA BARBARA, CA 93105
(34.421847, -119.74967)",34.421847,-119.74967
1142,MAPLE HEALTHCARE CENTER,CA,055036,200,Los Angeles,5.0,"2625 S MAPLE AVE
LOS ANGELES, CA 90011
(34.023202, -118.265575)",34.023202,-118.265575
1146,CRENSHAW NURSING HOME,CA,055525,200,Los Angeles,5.0,"1900 S LONGWOOD AVE
LOS ANGELES, CA 90016
(34.039716, -118.345509)",34.039716,-118.345509
1151,OAKPARK HEALTHCARE CENTER,CA,055360,200,Los Angeles,5.0,"9166 TUJUNGA CANYON BLVD
TUJUNGA, CA 91042
(34.235955, -118.270493)",34.235955,-118.270493
1158,WINDSOR CHICO CARE CENTER,CA,055516,30,Butte,5.0,"188 COHASSET LANE
CHICO, CA 95926
(39.750106, -121.852626)",39.750106,-121.852626
1160,"CRESTPARK FORREST CITY, LLC",AR,045219,610,St. Francis,5.0,"500 KITTEL RD
FORREST CITY, AR 72335
(35.016898, -90.772228)",35.016898,-90.772228
1166,REO VISTA HEALTHCARE CENTER,CA,056330,470,San Diego,5.0,"6061 BANBURY ST
SAN DIEGO, CA 92139
(32.671131, -117.060125)",32.671131,-117.060125
1169,FOUNTAIN VIEW VILLAGE,AZ,035260,60,Maricopa,5.0,"16455 EAST AVENUE
FOUNTAIN HILLS, AZ 85268
(33.609501, -111.725965)",33.609501,-111.725965
1172,GOLDEN LIVING CENTER - HY-LOND,CA,055996,90,Fresno,5.0,"3408 EAST SHIELDS AVENUE
FRESNO, CA 93726
(36.779522, -119.767784)",36.779522,-119.767784
1173,ENCINITAS NURSING AND REHABILITATION CENTER,CA,055761,470,San Diego,5.0,"900 SANTA FE DRIVE
ENCINITAS, CA 92024
(33.03628, -117.272131)",33.03628,-117.272131
1174,BROOKFIELD HEALTHCARE CENTER,CA,056014,200,Los Angeles,5.0,"9300 TELEGRAPH ROAD
DOWNEY, CA 90240
(33.9568, -118.104026)",33.9568,-118.104026
1177,GARDEN CITY HEALTHCARE CENTER,CA,055185,600,Stanislaus,5.0,"1310 WEST GRANGER
MODESTO, CA 95350
(37.667569, -121.0128)",37.667569,-121.0128
1180,GOLDEN LIVINGCENTER-SANGER,CA,056100,90,Fresno,5.0,"2550 9TH STREET
SANGER, CA 93657
(36.703118, -119.572525)",36.703118,-119.572525
1184,CLOVERDALE HEALTHCARE CENTER,CA,055756,590,Sonoma,5.0,"300 CHERRY CREEK RD
CLOVERDALE, CA 95425
(38.794827, -123.024641)",38.794827,-123.024641
1185,BETHANY HOME SOCIETY SAN JOAQUIN COUNTY,CA,055662,490,San Joaquin,5.0,"930 WEST MAIN STREET
RIPON, CA 95366
(37.739463, -121.134156)",37.739463,-121.134156
1188,LA SIERRA CARE CENTER,CA,055271,340,Merced,5.0,"2424 M STREET
MERCED, CA 95340
(37.309326, -120.480614)",37.309326,-120.480614
1191,ROSE VILLA HEALTH CARE CENTER,CA,056104,200,Los Angeles,5.0,"9028 ROSE STREET
BELLFLOWER, CA 90706
(33.869604, -118.141676)",33.869604,-118.141676
1193,PACIFIC GROVE CONVALESCENT HOSPITAL,CA,055356,370,Monterey,5.0,"200 LIGHTHOUSE AVENUE
PACIFIC GROVE, CA 93950
(36.618508, -121.90804)",36.618508,-121.90804
1194,"PINE GROVE HEALTHCARE & WELLNESS CENTRE, LP",CA,055056,200,Los Angeles,5.0,"126 N SAN GABRIEL BLVD
SAN GABRIEL, CA 91775
(34.104515, -118.091026)",34.104515,-118.091026
1197,ADVANCED HEALTHCARE OF MESA,AZ,035266,60,Maricopa,5.0,"5755 EAST MAIN STREET
MESA, AZ 85205
(33.415513, -111.707295)",33.415513,-111.707295
1198,MOUNTAIN VIEW HEALTHCARE CENTER,CA,055316,530,Santa Clara,5.0,"2530 SOLACE PLACE
MOUNTAIN VIEW, CA 94040
(37.366588, -122.079292)",37.366588,-122.079292
1204,LAKE HAMILTON HEALTH AND REHAB,AR,045445,250,Garland,5.0,"120 PITTMAN ROAD
HOT SPRINGS, AR 71913
(34.453399, -93.166897)",34.453399,-93.166897
1207,WEYRICH HCC OF WESTMINSTER VLG,AZ,035192,60,Maricopa,5.0,"12000 NORTH 90TH STREET
SCOTTSDALE, AZ 85260
(33.594724, -111.887237)",33.594724,-111.887237
1208,LOMITA POST-ACUTE CARE CENTER,CA,055262,200,Los Angeles,5.0,"1955 W LOMITA BLVD
LOMITA, CA 90717
(33.799716, -118.313727)",33.799716,-118.313727
1219,BELLA VISTA TRANSITIONAL CARE CENTER,CA,056189,500,San Luis Obispo,5.0,"3033 AUGUSTA ST
SAN LUIS OBISPO, CA 93401
(35.267234, -120.640872)",35.267234,-120.640872
1220,ALAMITOS BELMONT REHAB HOSPITA,CA,056125,200,Los Angeles,5.0,"3901 E FOURTH STREET
LONG BEACH, CA 90814
(33.771701, -118.146818)",33.771701,-118.146818
1221,SANTE OF SURPRISE,AZ,035282,60,Maricopa,5.0,"14775 WEST YORKSHIRE DRIVE
SURPRISE, AZ 85374
(33.660288, -112.379314)",33.660288,-112.379314
1223,SOCAL POST-ACUTE CARE,CA,055168,200,Los Angeles,5.0,"7931 S SORENSON AVE
WHITTIER, CA 90606
(33.970024, -118.059896)",33.970024,-118.059896
1225,LIFE CARE CENTER OF YUMA,AZ,035133,130,Yuma,5.0,"2450 SOUTH 19TH AVENUE
YUMA, AZ 85364
(32.68309, -114.642966)",32.68309,-114.642966
1226,ARROYO VISTA NURSING CENTER,CA,055505,470,San Diego,5.0,"3022 45TH STREET
SAN DIEGO, CA 92105
(32.737223, -117.097778)",32.737223,-117.097778
1240,RAMONA REHABILITATION AND POST ACUTE CARE CENTER,CA,056214,430,Riverside,5.0,"485 W JOHNSTON AVENUE
HEMET, CA 92543
(33.733022, -116.975306)",33.733022,-116.975306
1249,THE MAPLES AT HAR-BER MEADOWS,AR,045407,710,Washington,5.0,"6456 LYNCH'S PRAIRIE COVE
SPRINGDALE, AR 72762
(36.177649, -94.203058)",36.177649,-94.203058
1250,LA MESA HEALTHCARE CENTER,CA,055488,470,San Diego,5.0,"3780 MASSACHUSETTS AVENUE
LA MESA, CA 91941
(32.74577, -117.042883)",32.74577,-117.042883
1252,PARK AVENUE HEALTH AND REHABILITATION CENTER,AZ,035174,90,Pima,5.0,"2001 NORTH PARK AVENUE
TUCSON, AZ 85719
(32.246033, -110.95683)",32.246033,-110.95683
1255,PLUM TREE CARE CENTER,CA,055866,530,Santa Clara,5.0,"2580 SAMARITAN DRIVE
SAN JOSE, CA 95124
(37.253093, -121.951079)",37.253093,-121.951079
1256,OJAI VALLEY COMMUNITY HOSPITAL D/P SNF,CA,056200,660,Ventura,5.0,"1306 MARICOPA HWY
OJAI, CA 93023
(34.442251, -119.264518)",34.442251,-119.264518
1259,GUARDIAN REHABILITATION HOSPITAL,CA,056008,200,Los Angeles,5.0,"533 S FAIRFAX AVE
LOS ANGELES, CA 90036
(34.0663, -118.361388)",34.0663,-118.361388
1261,APACHE JUNCTION HLTH CENTER,AZ,035112,100,Pinal,5.0,"2012 WEST SOUTHERN AVE
APACHE JUNCTION, AZ 85120
(33.393328, -111.566011)",33.393328,-111.566011
1267,COMMUNITY CONVALESCENT CENTER OF SAN BERNARDINO,CA,056107,460,San Bernardino,5.0,"1676 MEDICAL CTR DR
SAN BERNARDINO, CA 92411
(34.130267, -117.322562)",34.130267,-117.322562
1268,PARAMOUNT MEADOWS NURSING CTR.,CA,056166,200,Los Angeles,5.0,"7039 ALONDRA BLVD
PARAMOUNT, CA 90723
(33.889175, -118.175895)",33.889175,-118.175895
1271,GOSNELL THERAPY AND LIVING,AR,045439,460,Mississippi,5.0,"700 MOODY STREET
GOSNELL, AR 72315
(35.963568, -89.974039)",35.963568,-89.974039
1272,PETALUMA POST-ACUTE REHABILITATION,CA,056072,590,Sonoma,5.0,"1115 B STREET
PETALUMA, CA 94952
(38.222263, -122.645798)",38.222263,-122.645798
1273,AVALON HEALTH CARE-MADERA,CA,055191,300,Madera,5.0,"1700 HOWARD ROAD
MADERA, CA 93637
(36.952727, -120.077746)",36.952727,-120.077746
1278,ALMA HEALTHCARE AND REHABILITATION CENTER,AR,045370,160,Crawford,5.0,"401 HEATHER LANE
ALMA, AR 72921
(35.489639, -94.229807)",35.489639,-94.229807
1279,"GREENFIELD CARE CENTER OF FULLERTON, LLC",CA,056151,400,Orange,5.0,"330 W BASTANCHURY ROAD
FULLERTON, CA 92835
(33.893595, -117.932589)",33.893595,-117.932589
1281,MONROVIA GARDENS HEALTHCARE CENTER,CA,055367,200,Los Angeles,5.0,"615 W DUARTE RD
MONROVIA, CA 91016
(34.132153, -118.012049)",34.132153,-118.012049
1286,APPLE VALLEY POST-ACUTE REHAB,CA,055919,590,Sonoma,5.0,"1035 GRAVENSTEIN HWY SOUTH
SEBASTOPOL, CA 95472
(38.389136, -122.815192)",38.389136,-122.815192
1293,VICTORIA HEALTHCARE AND REHABILITATION CENTER,CA,055237,400,Orange,5.0,"340 VICTORIA STREET
COSTA MESA, CA 92627
(33.652582, -117.913812)",33.652582,-117.913812
1296,BUENA VENTURA  POST ACUTE CARE CENTER,CA,055697,200,Los Angeles,5.0,"1016 S RECORD ST
LOS ANGELES, CA 90023
(34.021625, -118.182631)",34.021625,-118.182631
1297,ARTESIA CHRISTIAN HOME INC.,CA,055539,200,Los Angeles,5.0,"11614 E 183RD ST
ARTESIA, CA 90701
(33.865713, -118.085959)",33.865713,-118.085959
1298,HERITAGE PLACE,AK,025021,120,Kenai Peninsula,5.0,"232 ROCKWELL AVENUE
SOLDOTNA, AK 99669
(60.493166, -151.082422)",60.493166,-151.082422
1300,EAGLECREST NURSING AND REHAB,AR,045352,670,Sharp,5.0,"916 HIGHWAY
ASH FLAT, AR 72513
(36.235143, -91.600903)",36.235143,-91.600903
1302,"LEXINGTON PLACE HEALTHCARE AND REHABILITATION, LLC",AR,045321,150,Craighead,5.0,"2911 BROWNS LANE
JONESBORO, AR 72401
(35.811279, -90.687047)",35.811279,-90.687047
1305,PERRY COUNTY NURSING AND REHABILITATION CENTER,AR,045246,520,Perry,5.0,"1321 SCENIC DRIVE
PERRYVILLE, AR 72126
(35.00718, -92.813818)",35.00718,-92.813818
1307,VALLE VISTA CONVALESCENT HOSPITAL,CA,055500,470,San Diego,5.0,"1025 W SECOND AVENUE
ESCONDIDO, CA 92025
(33.113231, -117.093591)",33.113231,-117.093591
1308,GOLDEN LIVINGCENTER COUNTRY VIEW ALZHEIMERS CARE,CA,056281,90,Fresno,5.0,"925 NORTH CORNELIA
FRESNO, CA 93706
(36.749057, -119.88027)",36.749057,-119.88027
1310,SAYLOR LANE HEALTHCARE CENTER,CA,055417,440,Sacramento,5.0,"3500 FOLSOM BOULEVARD
SACRAMENTO, CA 95816
(38.566479, -121.462471)",38.566479,-121.462471
1313,HARRISON REHABILITATION AND HEALTH CENTER,AR,045197,40,Boone,5.0,"115 ORENDORFF AVENUE
HARRISON, AR 72601
(36.248881, -93.121215)",36.248881,-93.121215
1318,ENCORE HEALTHCARE AND REHABILITATION,AR,045393,290,Hot Spring,5.0,"1820 WEST MOLINE STREET
MALVERN, AR 72104
(34.376522, -92.833491)",34.376522,-92.833491
1321,CANTERBURY WOODS,CA,055303,370,Monterey,5.0,"651 SINEX AVENUE
PACIFIC GROVE, CA 93950
(36.615375, -121.921506)",36.615375,-121.921506
1322,KINGSBURG CENTER,CA,055573,90,Fresno,5.0,"1101 STROUD AVE
KINGSBURG, CA 93631
(36.525153, -119.555556)",36.525153,-119.555556
1330,"HAVEN OF FLAGSTAFF, LLC",AZ,035091,20,Coconino,5.0,"800 WEST UNIVERSITY AVENUE
FLAGSTAFF, AZ 86001
(35.184219, -111.665254)",35.184219,-111.665254
1331,PROVIDENCE VALDEZ MEDICAL CENTER,AK,025034,260,Valdez Cordova,5.0,"911 MEALS AVENUE
VALDEZ, AK 99686
(61.13386, -146.34998)",61.13386,-146.34998
1334,BROADWAY BY THE SEA,CA,055894,200,Los Angeles,5.0,"2725 E BROADWAY
LONG BEACH, CA 90803
(33.765723, -118.160051)",33.765723,-118.160051
1336,COLLEGE OAK NURSING &  REHABILITATION CENTER,CA,056158,440,Sacramento,5.0,"4635 COLLEGE OAK DRIVE
SACRAMENTO, CA 95841
(38.649698, -121.350576)",38.649698,-121.350576
1340,JEFFERSON REGIONAL MEDICAL CENTER,AR,045307,340,Jefferson,5.0,"1600 WEST 40TH AVENUE
PINE BLUFF, AR 71603
(34.189066, -92.018466)",34.189066,-92.018466
1342,LINDA MAR CARE CENTER,CA,055116,41,San Mateo,5.0,"751 SAN PEDRO TERRACE ROAD
PACIFICA, CA 94044
(37.589008, -122.501234)",37.589008,-122.501234
1343,KIRKWOOD BY THE RIVER,AL,015457,360,Jefferson,5.0,"3605 RATLIFF ROAD
BIRMINGHAM, AL 35210
(33.54277, -86.634368)",33.54277,-86.634368
1346,GOOD SAMARITAN SOCIETY - HOT SPRINGS VILLAGE,AR,045191,250,Garland,5.0,"121 CORTEZ RD
HOT SPRINGS VILLAGE, AR 71909
(34.67645, -92.964705)",34.67645,-92.964705
1349,PUEBLO NORTE SENIOR LIVING COMMUNITY,AZ,035090,60,Maricopa,5.0,"7100 EAST MESCAL STREET
SCOTTSDALE, AZ 85254
(33.586667, -111.928414)",33.586667,-111.928414
1350,NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER,AZ,035087,60,Maricopa,5.0,"9155 NORTH THIRD STREET
PHOENIX, AZ 85020
(33.569654, -112.069541)",33.569654,-112.069541
1351,PACIFIC COAST MANOR,CA,056048,540,Santa Cruz,5.0,"1935 WHARF ROAD
CAPITOLA, CA 95010
(36.977519, -121.957314)",36.977519,-121.957314
1352,CAREMERIDIAN-PHOENIX,AZ,035274,60,Maricopa,5.0,"5301 EAST THOMAS ROAD
PHOENIX, AZ 85008
(33.480036, -111.966609)",33.480036,-111.966609
1354,"EMPRESS CARE CENTER, LLC",CA,056026,530,Santa Clara,5.0,"1299 S BASCOM AVENUE
SAN JOSE, CA 95128
(37.301817, -121.931791)",37.301817,-121.931791
1356,MISSION TERRACE CONVALESCENT HOSPITAL,CA,055991,520,Santa Barbara,5.0,"623 W JUNIPERO ST
SANTA BARBARA, CA 93105
(34.427808, -119.72713)",34.427808,-119.72713
1363,OAK MANOR NURSING AND REHABILITATION CENTER INC,AR,045301,410,Logan,5.0,"150 MORTON AVENUE
BOONEVILLE, AR 72927
(35.139123, -93.935892)",35.139123,-93.935892
1366,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,CA,055457,200,Los Angeles,5.0,"12627 STUDEBAKER ROAD
NORWALK, CA 90650
(33.916366, -118.099318)",33.916366,-118.099318
1368,POCAHONTAS HEALTHCARE AND REHABILITATION CENTER,AR,045284,600,Randolph,5.0,"105 COUNTRY CLUB ROAD
POCAHONTAS, AR 72455
(36.288811, -90.995917)",36.288811,-90.995917
1369,LAFAYETTE CARE CENTER,CA,055057,60,Contra Costa,5.0,"1010 1ST STREET
LAFAYETTE, CA 94549
(37.893274, -122.11641)",37.893274,-122.11641
1376,ANAHEIM TERRACE CARE CENTER,CA,056076,400,Orange,5.0,"141 SOUTH KNOTT AVENUE
ANAHEIM, CA 92804
(33.830367, -118.010938)",33.830367,-118.010938
1393,BROOKRIDGE COVE REHABILITATION AND CARE  CENTER,AR,045147,140,Conway,5.0,"1000 BROOKRIDGE LANE
MORRILTON, AR 72110
(35.167994, -92.733453)",35.167994,-92.733453
1396,METHODIST HEALTH AND REHAB,AR,045413,650,Sebastian,5.0,"1915 SOUTH 74TH ST
FORT SMITH, AR 72903
(35.363578, -94.350704)",35.363578,-94.350704
1401,OAKDALE NURSING AND REHABILITATION CENTER,CA,056155,600,Stanislaus,5.0,"275 SOUTH OAK AVENUE
OAKDALE, CA 95361
(37.758846, -120.860855)",37.758846,-120.860855
1402,CHAPEL WOODS HEALTH AND REHABILITATION,AR,045201,50,Bradley,5.0,"1440 EAST CHURCH
WARREN, AR 71671
(33.607919, -92.034859)",33.607919,-92.034859
1406,MONTE VISTA HEALTHCARE CENTER,CA,055817,200,Los Angeles,5.0,"802 BUENA VISTA STREET
DUARTE, CA 91010
(34.143125, -117.977553)",34.143125,-117.977553
1410,REGENCY HEALTH CARE AND REHABILITATION CENTER,AL,015372,440,Madison,5.0,"2004 MAX LUTHER DRIVE
HUNTSVILLE, AL 35810
(34.758263, -86.597052)",34.758263,-86.597052
1411,MISSION PALMS OF MESA HEALTH AND REHABILITATION CE,AZ,035071,60,Maricopa,5.0,"6458 EAST BROADWAY ROAD
MESA, AZ 85206
(33.408661, -111.691161)",33.408661,-111.691161
1414,VIENNA NURSING AND REHABILITATION CENTER,CA,055481,490,San Joaquin,5.0,"800 SO HAM LANE
LODI, CA 95242
(38.124124, -121.288212)",38.124124,-121.288212
1416,"BRIARWOOD NURSING AND REHABILITATION CENTER,INC",AR,045387,590,Pulaski,5.0,"516 SOUTH RODNEY PARHAM ROAD
LITTLE ROCK, AR 72205
(34.748843, -92.363337)",34.748843,-92.363337
1418,SCOTTSDALE VILLAGE SQUARE,AZ,035217,60,Maricopa,5.0,"2620 NORTH 68TH STREET
SCOTTSDALE, AZ 85257
(33.477565, -111.934768)",33.477565,-111.934768
1420,SANTA RITA NURSING & REHABILITATION CENTER,AZ,035073,90,Pima,5.0,"150 NORTH LA CANADA DRIVE
GREEN VALLEY, AZ 85614
(31.87245, -110.994979)",31.87245,-110.994979
1421,THE HEALTH CARE CENTER AT FRIENDSHIP VILLAGE,AZ,035074,60,Maricopa,5.0,"2525 EAST SOUTHERN AVENUE
TEMPE, AZ 85282
(33.392997, -111.884127)",33.392997,-111.884127
1423,ADVANCED HEALTH CARE OF GLENDALE,AZ,035275,60,Maricopa,5.0,"16825 NORTH 63RD AVENUE
GLENDALE, AZ 85306
(33.636844, -112.194907)",33.636844,-112.194907
1427,SANTA FE CONVALESCENT HOSPITAL,CA,055123,200,Los Angeles,5.0,"3294 SANTA FE AVENUE
LONG BEACH, CA 90810
(33.816616, -118.215393)",33.816616,-118.215393
1428,CHAPMAN CARE CENTER,CA,055816,400,Orange,5.0,"12232 CHAPMAN AVE
GARDEN GROVE, CA 92840
(33.78877, -117.919746)",33.78877,-117.919746
1431,SUMMIT  HEALTH AND REHAB CENTER,AR,045411,130,Columbia,5.0,"506 NORTH LONG AVENUE
TAYLOR, AR 71861
(33.105447, -93.465358)",33.105447,-93.465358
1432,ALMADEN HEALTH AND REHABILITATION  CENTER,CA,056058,530,Santa Clara,5.0,"2065 LOS GATOS-ALMADEN ROAD
SAN JOSE, CA 95124
(37.243408, -121.933307)",37.243408,-121.933307
1435,PACIFIC HAVEN SUBACUTE AND HEALTHCARE CENTER,CA,055575,400,Orange,5.0,"12072 TRASK AVE
GARDEN GROVE, CA 92843
(33.767026, -117.91868)",33.767026,-117.91868
1436,ROSEVILLE CARE CENTER,CA,055886,410,Placer,5.0,"1161 CIRBY WAY
ROSEVILLE, CA 95661
(38.729508, -121.273938)",38.729508,-121.273938
1440,THE CROSSING AT RIVERSIDE HEALTH AND REHABILITATIO,AR,045209,720,White,5.0,"2500 EAST MOORE AVENUE
SEARCY, AR 72143
(35.253699, -91.708961)",35.253699,-91.708961
1442,BANCROFT CONVALESCENT HOSPITAL,CA,055107,0,Alameda,5.0,"1475 BANCROFT AVENUE
SAN LEANDRO, CA 94577
(37.725714, -122.147236)",37.725714,-122.147236
1450,"HAVEN OF SHOW LOW, LLC",AZ,035139,80,Navajo,5.0,"2401 EAST HUNT STREET
SHOW LOW, AZ 85901
(34.203713, -110.014734)",34.203713,-110.014734
1452,GRACE HEALTHCARE OF PLEASANT HILL,CA,055049,60,Contra Costa,5.0,"1625 OAK PARK BOULEVARD
PLEASANT HILL, CA 94523
(37.933204, -122.063116)",37.933204,-122.063116
1456,"JAMESTOWN NURSING AND REHAB, LLC",AR,045435,30,Benton,5.0,"2001 HAMPTON PLACE
ROGERS, AR 72758
(36.310303, -94.167397)",36.310303,-94.167397
1457,THE PINES NURSING AND REHABILITATION CENTER,AR,045243,250,Garland,5.0,"524 CARPENTER DAM ROAD
HOT SPRINGS, AR 71901
(34.463636, -93.022847)",34.463636,-93.022847
1459,PACIFIC GARDENS NURSING & REHABILITATION CENTER,CA,056207,90,Fresno,5.0,"577 S PEACH AVE
FRESNO, CA 93727
(36.736887, -119.71832)",36.736887,-119.71832
1462,MISSION CARE CENTER,CA,055542,430,Riverside,5.0,"8487 MAGNOLIA AVENUE
RIVERSIDE, CA 92504
(33.930999, -117.427954)",33.930999,-117.427954
1464,OAK RIDGE HEALTHCARE CENTER,CA,055491,410,Placer,5.0,"310 OAK RIDGE DRIVE
ROSEVILLE, CA 95661
(38.742175, -121.270034)",38.742175,-121.270034
1468,SAN JOSE HEALTHCARE & WELLNESS CENTER,CA,055388,530,Santa Clara,5.0,"75 N 13TH STREET
SAN JOSE, CA 95112
(37.343073, -121.878861)",37.343073,-121.878861
1470,COMMUNITY CARE CENTER,CA,055873,470,San Diego,5.0,"8665 LA MESA BLVD
LA MESA, CA 91942
(32.769468, -117.010759)",32.769468,-117.010759
1473,WESTSIDE TERRACE HEALTH & REHABILITATION CENTER,AL,015425,340,Houston,5.0,"501 NORTH WOODBURN DRIVE
DOTHAN, AL 36303
(31.242318, -85.45514)",31.242318,-85.45514
1474,SANTE OF NORTH SCOTTSDALE,AZ,035286,60,Maricopa,5.0,"17490 NORTH 93RD STREET
SCOTTSDALE, AZ 85255
(33.644313, -111.882243)",33.644313,-111.882243
1476,WHITNEY OAKS CARE CENTER,CA,056410,440,Sacramento,5.0,"3529 WALNUT AVENUE
CARMICHAEL, CA 95608
(38.628986, -121.346059)",38.628986,-121.346059
1477,EL REPOSO NURSING FACILITY,AL,015402,380,Lauderdale,5.0,"260 MILNER CHAPEL ROAD
FLORENCE, AL 35634
(34.969866, -87.582079)",34.969866,-87.582079
1480,INDIAN ROCK VILLAGE HEALTH CENTER,AR,045153,700,Van Buren,5.0,"265 DAVE CREEK PARKWAY
FAIRFIELD BAY, AR 72088
(35.617253, -92.262956)",35.617253,-92.262956
1485,JOHN C. FREMONT HEALTHCARE DISTRICT DP/SNF,CA,055283,320,Mariposa,5.0,"5189 HOSPITAL ROAD
MARIPOSA, CA 95338
(37.500531, -119.976948)",37.500531,-119.976948
1490,CREEKSIDE HEALTHCARE CENTER,CA,055099,60,Contra Costa,5.0,"1900 CHURCH LANE
SAN PABLO, CA 94806
(37.957514, -122.341366)",37.957514,-122.341366
1491,WESTERN SLOPE HEALTH CENTER,CA,056243,80,El Dorado,5.0,"3280 WASHINGTON STREET
PLACERVILLE, CA 95667
(38.723101, -120.789108)",38.723101,-120.789108
1492,WINDSOR GARDENS REHABILITATION CENTER OF SALINAS,CA,055739,370,Monterey,5.0,"637 EAST ROMIE LANE
SALINAS, CA 93901
(36.658965, -121.641957)",36.658965,-121.641957
1493,AMBERWOOD COURT REHABILITATION AND CARE COMMUNITY,CO,065034,150,Denver,5.0,"4686 EAST ASBURY CIRCLE
DENVER, CO 80222
(39.67982, -104.93269)",39.67982,-104.93269
1499,COTTONWOOD CANYON HEALTHCARE CENTER,CA,055064,470,San Diego,5.0,"1391 MADISON AVENUE
EL CAJON, CA 92021
(32.800188, -116.931981)",32.800188,-116.931981
1500,VALLEY CONVALESCENT HOSPITAL,CA,056178,540,Santa Cruz,5.0,"919 FREEDOM BLVD
WATSONVILLE, CA 95076
(36.919404, -121.760373)",36.919404,-121.760373
1509,GOLDEN LIVINGCENTER - CLOVIS,CA,056338,90,Fresno,5.0,"111 BARSTOW AVE
CLOVIS, CA 93612
(36.815748, -119.707514)",36.815748,-119.707514
1514,BERKLEY WEST CONV HOSP,CA,055136,200,Los Angeles,5.0,"1623 ARIZONA AVENUE
SANTA MONICA, CA 90404
(34.02748, -118.484729)",34.02748,-118.484729
1516,MOTION PICTURE AND T.V. HOSP D/P SNF,CA,055034,200,Los Angeles,5.0,"23388 MULHOLLAND DR
WOODLAND HILLS, CA 91364
(34.158498, -118.636141)",34.158498,-118.636141
1523,SHORELINE HEALTHCARE CENTER,CA,055353,200,Los Angeles,5.0,"4029 EAST ANAHEIM STREET
LONG BEACH, CA 90804
(33.78259, -118.144809)",33.78259,-118.144809
1524,COTTONWOOD HEALTH CARE CENTER,CA,056098,670,Yolo,5.0,"625 COTTONWOOD STREET
WOODLAND, CA 95695
(38.672975, -121.793356)",38.672975,-121.793356
1531,THE CALIFORNIAN,CA,055684,520,Santa Barbara,5.0,"2225 DE LA VINA ST
SANTA BARBARA, CA 93105
(34.43134, -119.720201)",34.43134,-119.720201
1534,HAYWARD HEALTHCARE & WELLNESS CENTER,CA,055874,0,Alameda,5.0,"1805 WEST STREET
HAYWARD, CA 94545
(37.644876, -122.116087)",37.644876,-122.116087
1541,TLC NURSING CENTER,AL,015422,40,Blount,5.0,"212 ELLEN STREET
ONEONTA, AL 35121
(33.964315, -86.456099)",33.964315,-86.456099
1542,SANTE OF CHANDLER,AZ,035283,60,Maricopa,5.0,"825 SOUTH 94TH STREET
CHANDLER, AZ 85224
(33.293161, -111.879955)",33.293161,-111.879955
1543,SABINO CANYON REHABILITATION & CARE CENTER,AZ,035151,90,Pima,5.0,"5830 EAST PIMA STREET
TUCSON, AZ 85712
(32.243415, -110.868137)",32.243415,-110.868137
1544,EDGEMOOR HOSPITAL,CA,055008,470,San Diego,5.0,"655 PARK CENTER DRIVE
SANTEE, CA 92071
(32.853454, -116.975455)",32.853454,-116.975455
1545,SPRINGDALE VILLAGE HEALTH CARE,AZ,035207,60,Maricopa,5.0,"7255 EAST BROADWAY ROAD
MESA, AZ 85208
(33.407917, -111.674006)",33.407917,-111.674006
1554,CITRUS NURSING CENTER,CA,055872,460,San Bernardino,5.0,"9440 CITRUS AVENUE
FONTANA, CA 92335
(34.082525, -117.453706)",34.082525,-117.453706
1555,CROWN BAY NURSING AND REHABILITATION CENTER,CA,056103,0,Alameda,5.0,"508 WESTLINE DRIVE
ALAMEDA, CA 94501
(37.765223, -122.271525)",37.765223,-122.271525
1561,VENTURA POST ACUTE,CA,055719,660,Ventura,5.0,"4020 LOMA VISTA RD
VENTURA, CA 93003
(34.277772, -119.241576)",34.277772,-119.241576
1565,WINDSOR ELMHAVEN CARE CENTER,CA,055735,490,San Joaquin,5.0,"6940 PACIFIC AVENUE
STOCKTON, CA 95207
(38.013029, -121.321144)",38.013029,-121.321144
1567,SHANDIN HILLS BEHAVIOR THERAPY CENTER,CA,05A208,460,San Bernardino,5.0,"4164 NORTH 4TH AVENUE
SAN BERNARDINO, CA 92407
(34.17032, -117.309245)",34.17032,-117.309245
1573,LA PALOMA HEALTHCARE CENTER,CA,055335,470,San Diego,5.0,"3232 THUNDER DRIVE
OCEANSIDE, CA 92056
(33.187154, -117.288248)",33.187154,-117.288248
