Federal Provider Number,Provider Name,Provider City,Provider Zip Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Automatic Sprinkler Systems in All Required Areas,Location,Processing Date,Latitude,Longitude,Adjusted Total Nurse Staffing Hours per Resident per Day,performance_id
175387,PARKSIDE HOMES,HILLSBORO,67063,Marion,Non profit - Corporation,117,43,Medicare and Medicaid,False,Yes,"200 WILLOW RD
HILLSBORO, KS 67063
(38.343209, -97.205128)",09/01/2016,38.343209,-97.205128,5.53357,100
175397,ROSSVILLE HEALTHCARE & REHAB CENTER,ROSSVILLE,66533,Shawnee,For profit - Corporation,79,78,Medicare and Medicaid,False,Yes,"600 PERRY
ROSSVILLE, KS 66533
(39.136918, -95.94362)",09/01/2016,39.136918,-95.94362,2.58848,101
385276,CASCADE MANOR,EUGENE,97405,Lane,Non profit - Corporation,32,15,Medicare,False,Yes,"65 WEST 30TH AVENUE
EUGENE, OR 97405
(44.024194, -123.093269)",09/01/2016,44.024194,-123.093269,,102
17E585,DOOLEY CENTER,ATCHISON,66002,Atchison,Non profit - Corporation,46,40,Medicaid,False,Yes,"801 S 8TH STREET
ATCHISON, KS 66002
(39.553888, -95.12367)",09/01/2016,39.553888,-95.12367,5.44917,103
17E580,PIONEER LODGE,COLDWATER,67029,Comanche,Non profit - Corporation,33,23,Medicaid,False,Yes,"300 W 3RD
COLDWATER, KS 67029
(37.266822, -99.330996)",09/01/2016,37.266822,-99.330996,4.32528,104
17E589,CUMBERNAULD VILLAGE,WINFIELD,67156,Cowley,Non profit - Corporation,42,42,Medicaid,False,Yes,"716 TWEED STREET
WINFIELD, KS 67156
(37.255136, -96.975209)",09/01/2016,37.255136,-96.975209,4.66387,105
185208,CARMEL MANOR,FORT THOMAS,41075,Campbell,Non profit - Church related,65,54,Medicare and Medicaid,False,Yes,"100 CARMEL MANOR ROAD
FORT THOMAS, KY 41075
(39.064255, -84.440079)",09/01/2016,39.064255,-84.440079,,106
185005,SPRING CREEK HEALTH CARE,MURRAY,42071,Calloway,For profit - Corporation,226,138,Medicare and Medicaid,True,Yes,"1401 SOUTH 16TH STREET
MURRAY, KY 42071
(36.588918, -88.324476)",09/01/2016,36.588918,-88.324476,3.65067,107
185003,LAUREL HEIGHTS HOME FOR THE ELDERLY,LONDON,40743,Laurel,Non profit - Corporation,160,158,Medicare and Medicaid,False,Yes,"208 WEST TWELFTH STREET
LONDON, KY 40743
(37.132247, -84.091562)",09/01/2016,37.132247,-84.091562,4.15408,108
185138,NAZARETH HOME,LOUISVILLE,40205,Jefferson,Non profit - Corporation,118,112,Medicare and Medicaid,False,Yes,"2000 NEWBURG ROAD
LOUISVILLE, KY 40205
(38.219023, -85.709166)",09/01/2016,38.219023,-85.709166,4.7628,109
185137,WESTMINSTER TERRACE,LOUISVILLE,40218,Jefferson,Non profit - Corporation,112,88,Medicare and Medicaid,False,Yes,"2116 BUECHEL BANK ROAD
LOUISVILLE, KY 40218
(38.188912, -85.647828)",09/01/2016,38.188912,-85.647828,3.55487,110
185150,KNOTT COUNTY HEALTH & REHABILITATION CENTER,HINDMAN,41822,Knott,For profit - Corporation,92,91,Medicare and Medicaid,False,Yes,"388 PERKINS MADDEN ROAD
HINDMAN, KY 41822
(37.321465, -82.970534)",09/01/2016,37.321465,-82.970534,3.47484,111
185151,RIVERVIEW HEALTH CARE CENTER,PRESTONSBURG,41653,Floyd,For profit - Corporation,121,104,Medicare and Medicaid,False,Yes,"79 SPARROW LANE
PRESTONSBURG, KY 41653
(37.670384, -82.745204)",09/01/2016,37.670384,-82.745204,3.15118,112
185149,LIFE CARE CENTER OF BARDSTOWN,BARDSTOWN,40004,Nelson,For profit - Partnership,100,74,Medicare and Medicaid,False,Yes,"120 LIFE CARE WAY
BARDSTOWN, KY 40004
(37.81711, -85.45615)",09/01/2016,37.81711,-85.45615,3.88515,113
185168,SIGNATURE HEALTHCARE OF MONROE COUNTY REHAB & WELL,TOMPKINSVILLE,42167,Monroe,For profit - Corporation,104,93,Medicare and Medicaid,False,Yes,"706 NORTH MAGNOLIA STREET
TOMPKINSVILLE, KY 42167
(36.70347, -85.6854)",09/01/2016,36.70347,-85.6854,3.35406,114
185228,WESTERN STATE NURSING FACILITY,HOPKINSVILLE,42240,Christian,Government - State,144,111,Medicare and Medicaid,False,Yes,"2400 RUSSELLVILLE ROAD
HOPKINSVILLE, KY 42240
(36.86276, -87.449535)",09/01/2016,36.86276,-87.449535,4.72993,115
185230,MOUNTAIN VIEW HEALTH CARE CENTER,ELKHORN CITY,41522,Pike,For profit - Partnership,106,87,Medicare and Medicaid,False,Yes,"945 WEST RUSSELL STREET
ELKHORN CITY, KY 41522
(37.299297, -82.35493)",09/01/2016,37.299297,-82.35493,2.9164,116
185229,DIVERSICARE OF GLASGOW,GLASGOW,42141,Barren,For profit - Corporation,94,87,Medicare and Medicaid,False,Yes,"300 WESTWOOD STREET
GLASGOW, KY 42141
(36.994682, -85.933626)",09/01/2016,36.994682,-85.933626,3.5322,117
185234,CALVERT CITY CONVALESCENT CENTER,CALVERT CITY,42029,Marshall,Non profit - Corporation,95,89,Medicare and Medicaid,False,Yes,"1201 FIFTH AVE
CALVERT CITY, KY 42029
(37.021381, -88.334031)",09/01/2016,37.021381,-88.334031,3.65305,118
185236,OWENSBORO CENTER,OWENSBORO,42303,Daviess,For profit - Corporation,145,128,Medicare and Medicaid,False,Yes,"1205 LEITCHFIELD RD
OWENSBORO, KY 42303
(37.765653, -87.090219)",09/01/2016,37.765653,-87.090219,3.17512,119
185478,FOREST SPRINGS HEALTH CAMPUS,LOUISVILLE,40245,Jefferson,For profit - Corporation,58,41,Medicare and Medicaid,False,Yes,"4120 WOODED ACRE LANE
LOUISVILLE, KY 40245
(38.163561, -85.685556)",09/01/2016,38.163561,-85.685556,5.41413,120
185480,KINGS DAUGHTERS MEDICAL CENTER,ASHLAND,41101,Boyd,Non profit - Corporation,10,2,Medicare and Medicaid,True,Yes,"2201 LEXINGTON AVE
ASHLAND, KY 41101
(38.470401, -82.635916)",09/01/2016,38.470401,-82.635916,,121
195139,"BATON ROUGE GEN MED CTR, SNF",BATON ROUGE,70806,E. Baton Rouge,Non profit - Corporation,54,32,Medicare,True,Yes,"3600 FLORIDA BLVD
BATON ROUGE, LA 70806
(30.450336, -91.154638)",09/01/2016,30.450336,-91.154638,,122
195150,VILLA FELICIANA CHRONIC DISEASE,JACKSON,70748,East Feliciana,Government - State,297,146,Medicare and Medicaid,True,Yes,"5002 HIGHWAY
JACKSON, LA 70748
(30.829622, -91.157855)",09/01/2016,30.829622,-91.157855,5.47442,123
195181,GLENWOOD REGIONAL MED CTR SNF,WEST MONROE,71291,Ouachita,For profit - Corporation,14,12,Medicare,False,Yes,"503 MCMILLAN ROAD
WEST MONROE, LA 71291
(32.513462, -92.156761)",09/01/2016,32.513462,-92.156761,3.89942,124
195177,TRINITY NEUROLOGIC REHABILITATION CENTER,SLIDELL,70458,St. Tammany,For profit - Corporation,110,98,Medicare and Medicaid,False,Yes,"1400 LINDBERG DRIVE
SLIDELL, LA 70458
(30.28154, -89.754006)",09/01/2016,30.28154,-89.754006,3.90483,125
195180,OCHSNER FOUNDATION HOSP SNF,NEW ORLEANS,70121,Jefferson,Non profit - Corporation,38,32,Medicare,True,Yes,"1221 S CLEARVIEW PARKWAY
NEW ORLEANS, LA 70121
(29.962162, -90.184361)",09/01/2016,29.962162,-90.184361,7.10169,126
195214,FERNCREST MANOR LIVING CENTER,NEW ORLEANS,70128,Orleans,For profit - Corporation,200,164,Medicare and Medicaid,False,Yes,"14500 HAYNES BLVD
NEW ORLEANS, LA 70128
(30.071445, -89.949096)",09/01/2016,30.071445,-89.949096,3.33608,127
195220,HERITAGE MANOR OF SLIDELL,SLIDELL,70461,St. Tammany,For profit - Corporation,120,112,Medicare and Medicaid,False,Yes,"106 MEDICAL CENTER DRIVE
SLIDELL, LA 70461
(30.28756, -89.744465)",09/01/2016,30.28756,-89.744465,3.36995,128
195291,HERITAGE MANOR HEALTH & REHAB,FERRIDAY,71334,Concordia,For profit - Corporation,120,62,Medicare and Medicaid,False,Yes,"110 SERIO BLVD
FERRIDAY, LA 71334
(31.648545, -91.553564)",09/01/2016,31.648545,-91.553564,4.12859,129
195303,TWIN OAKS NURSING HOME,LAPLACE,70068,St. John Baptist,For profit - Corporation,148,111,Medicare and Medicaid,False,Yes,"506 WEST 5TH STREET
LAPLACE, LA 70068
(30.069027, -90.500141)",09/01/2016,30.069027,-90.500141,3.78826,130
195304,CHATEAU ST. JAMES REHAB AND RETIREMENT,LUTCHER,70071,St. James,For profit - Corporation,116,73,Medicare and Medicaid,False,Yes,"1980 JEFFERSON HWY
LUTCHER, LA 70071
(30.03884, -90.693129)",09/01/2016,30.03884,-90.693129,3.12354,131
195278,METAIRIE HEALTH CARE CENTER,METAIRIE,70003,Jefferson,For profit - Corporation,202,123,Medicare and Medicaid,False,Yes,"6401 RIVERSIDE DRIVE
METAIRIE, LA 70003
(30.009219, -90.215768)",09/01/2016,30.009219,-90.215768,3.73811,132
195302,GUEST HOUSE OF SLIDELL,SLIDELL,70458,St. Tammany,Non profit - Corporation,116,69,Medicare and Medicaid,False,Yes,"1051 ROBERT BLVD
SLIDELL, LA 70458
(30.289493, -89.770534)",09/01/2016,30.289493,-89.770534,4.14452,133
195310,MANY HEALTHCARE NORTH,MANY,71449,Sabine,For profit - Corporation,188,69,Medicare and Medicaid,False,Yes,"120 NATCHITOCHES HWY
MANY, LA 71449
(31.574605, -93.468705)",09/01/2016,31.574605,-93.468705,3.35537,134
195321,HERITAGE MANOR OF OPELOUSAS,OPELOUSAS,70570,St. Landry,For profit - Corporation,109,102,Medicare and Medicaid,False,Yes,"7941 I 49 SOUTH SERVICE ROAD
OPELOUSAS, LA 70570
(30.554818, -92.053134)",09/01/2016,30.554818,-92.053134,3.21734,135
195319,THIBODAUX HEALTHCARE CENTER,THIBODAUX,70301,Lafourche,For profit - Corporation,78,70,Medicare and Medicaid,False,Yes,"1300 LAFOURCHE DRIVE
THIBODAUX, LA 70301
(29.80647, -90.822566)",09/01/2016,29.80647,-90.822566,3.28317,136
195336,MARRERO HEALTHCARE CENTER,MARRERO,70072,Jefferson,For profit - Corporation,134,83,Medicare and Medicaid,False,Yes,"5301 AUGUST AVENUE
MARRERO, LA 70072
(29.884095, -90.104704)",09/01/2016,29.884095,-90.104704,2.87868,137
195329,PLAQUEMINE MANOR NURSING HOME,PLAQUEMINE,70764,Iberville,For profit - Corporation,120,79,Medicare and Medicaid,False,Yes,"59355 RIVER WEST DRIVE
PLAQUEMINE, LA 70764
(30.263894, -91.244191)",09/01/2016,30.263894,-91.244191,3.35137,138
195344,SPRING LAKE REHABILITATION CENTER,SHREVEPORT,71106,Caddo,For profit - Corporation,160,126,Medicare and Medicaid,False,Yes,"8622 LINE AVENUE
SHREVEPORT, LA 71106
(32.423842, -93.738585)",09/01/2016,32.423842,-93.738585,3.18741,139
195359,CHRISTUS ST JOSEPH HOME,MONROE,71203,Ouachita,Non profit - Corporation,130,97,Medicare and Medicaid,False,Yes,"2301 STERLINGTON ROAD
MONROE, LA 71203
(32.541789, -92.078501)",09/01/2016,32.541789,-92.078501,4.54524,140
195369,OUR LADY OF PROMPT SUCCOR NURSING FACILITY,OPELOUSAS,70570,St. Landry,Non profit - Corporation,120,109,Medicare and Medicaid,False,Yes,"954 E PRUDHOMME LANE
OPELOUSAS, LA 70570
(30.542138, -92.063495)",09/01/2016,30.542138,-92.063495,4.03646,141
195361,BATON ROUGE HEALTH CARE CENTER,BATON ROUGE,70811,E. Baton Rouge,Non profit - Corporation,145,105,Medicare and Medicaid,False,Yes,"5550 THOMAS ROAD
BATON ROUGE, LA 70811
(30.55863, -91.137457)",09/01/2016,30.55863,-91.137457,3.78781,142
195392,CHARLYN REHAB & NURSING CENTER,WINNSBORO,71295,Franklin,For profit - Partnership,150,68,Medicare and Medicaid,False,Yes,"804 POLK STREET
WINNSBORO, LA 71295
(32.167201, -91.732558)",09/01/2016,32.167201,-91.732558,5.04245,143
195388,FRANKLIN HEALTH CARE CENTER,FRANKLIN,70538,St. Mary,For profit - Partnership,152,102,Medicare and Medicaid,False,Yes,"1907 CHINABERRY STREET
FRANKLIN, LA 70538
(29.790706, -91.521816)",09/01/2016,29.790706,-91.521816,3.33723,144
195389,BATON ROUGE HERITAGE HOUSE I I,BATON ROUGE,70806,E. Baton Rouge,For profit - Corporation,160,107,Medicare and Medicaid,False,Yes,"1335 WOODDALE BLVD
BATON ROUGE, LA 70806
(30.460721, -91.110213)",09/01/2016,30.460721,-91.110213,3.46373,145
195390,HILLTOP NURSING & REHABILITATION CENTER,PINEVILLE,71360,Rapides,For profit - Corporation,130,123,Medicare and Medicaid,False,Yes,"336 EDGEWOOD DRIVE
PINEVILLE, LA 71360
(31.340194, -92.400017)",09/01/2016,31.340194,-92.400017,3.84022,146
195393,DEERFIELD NURSING & REHABILITATION CENTER,DELHI,71232,Richland,For profit - Partnership,103,65,Medicare and Medicaid,False,Yes,"522 MAIN STREET
DELHI, LA 71232
(32.461669, -91.492461)",09/01/2016,32.461669,-91.492461,3.99504,147
195398,"WEST CARROLL CARE CENTER, INC",OAK GROVE,71263,West Carroll,For profit - Corporation,80,73,Medicare and Medicaid,False,Yes,"706 ROSS STREET
OAK GROVE, LA 71263
(32.867813, -91.383196)",09/01/2016,32.867813,-91.383196,3.14406,148
195396,"BERNICE NURSING AND REHABILITATION CENTER, LLC",BERNICE,71222,Union,For profit - Individual,126,78,Medicare and Medicaid,False,Yes,"101 REEVES STREET
BERNICE, LA 71222
(32.818065, -92.657447)",09/01/2016,32.818065,-92.657447,4.00062,149
195394,COLONIAL MANOR NURSING & REHABILITATION CENTER LLC,RAYVILLE,71269,Richland,For profit - Corporation,134,44,Medicare and Medicaid,False,Yes,"114 WHATLEY ST
RAYVILLE, LA 71269
(32.468412, -91.752478)",09/01/2016,32.468412,-91.752478,4.09743,150
195408,HERITAGE MANOR SOUTH,SHREVEPORT,71118,Caddo,For profit - Corporation,145,117,Medicare and Medicaid,False,Yes,"9712 MANSFIELD ROAD
SHREVEPORT, LA 71118
(32.382436, -93.81894)",09/01/2016,32.382436,-93.81894,2.92376,151
195410,ST JAMES PLACE NURSING CARE CENTER,BATON ROUGE,70808,E. Baton Rouge,Non profit - Corporation,64,63,Medicare,False,Yes,"333 LEE DRIVE
BATON ROUGE, LA 70808
(30.398268, -91.155728)",09/01/2016,30.398268,-91.155728,3.43122,152
195423,CARROLL NURSING HOME,OAK GROVE,71263,West Carroll,For profit - Corporation,120,53,Medicare and Medicaid,False,Yes,"307 N CASTLEMAN ST
OAK GROVE, LA 71263
(32.863504, -91.391964)",09/01/2016,32.863504,-91.391964,5.31169,153
195422,ROSEWOOD NURSING CENTER,LAKE CHARLES,70601,Calcasieu,For profit - Corporation,150,83,Medicare and Medicaid,False,Yes,"534 15TH STREET
LAKE CHARLES, LA 70601
(30.209187, -93.214568)",09/01/2016,30.209187,-93.214568,3.75711,154
195437,ST MARGARET'S DAUGHTERS HOME,NEW ORLEANS,70119,Orleans,Non profit - Corporation,112,107,Medicare and Medicaid,False,Yes,"3525 BIENVILLE ST
NEW ORLEANS, LA 70119
(29.972806, -90.093954)",09/01/2016,29.972806,-90.093954,5.03044,155
195438,LANDMARK NURSING & REHAB CTR,WEST MONROE,71291,Ouachita,For profit - Corporation,108,125,Medicare and Medicaid,False,Yes,"1611 WELLERMAN ROAD
WEST MONROE, LA 71291
(32.524401, -92.163072)",09/01/2016,32.524401,-92.163072,3.02604,156
195431,HOLLY HILL HOUSE,SULPHUR,70663,Calcasieu,For profit - Limited Liability company,200,81,Medicare and Medicaid,False,Yes,"100 KINGSTON ROAD
SULPHUR, LA 70663
(30.22887, -93.328746)",09/01/2016,30.22887,-93.328746,3.67506,157
195425,PATTERSON HEALTHCARE CENTER,PATTERSON,70392,St. Mary,For profit - Corporation,130,81,Medicare and Medicaid,False,Yes,"910 LIA ST
PATTERSON, LA 70392
(29.685825, -91.313251)",09/01/2016,29.685825,-91.313251,3.29474,158
395718,WAVERLY HEIGHTS,GLADWYNE,19035,Montgomery,Non profit - Corporation,49,43,Medicare,False,Yes,"1400 WAVERLY ROAD
GLADWYNE, PA 19035
(40.051089, -75.273891)",09/01/2016,40.051089,-75.273891,4.90309,159
205168,ORCHARD PARK REHAB & LIVING,FARMINGTON,4938,Franklin,For profit - Corporation,38,29,Medicare and Medicaid,False,Yes,"107 ORCHARD ST
FARMINGTON, ME 04938
(44.674159, -70.146157)",09/01/2016,44.674159,-70.146157,4.13245,66
215216,DENNETT ROAD MANOR,OAKLAND,21550,Garrett,For profit - Individual,99,98,Medicare and Medicaid,False,Yes,"1113 MARY DRIVE
OAKLAND, MD 21550
(39.409371, -79.385335)",09/01/2016,39.409371,-79.385335,4.00655,160
205174,SANFIELD REHAB & LIVING CENTER,HARTLAND,4943,Somerset,For profit - Corporation,23,20,Medicare and Medicaid,False,Yes,"95 MAIN STREET
HARTLAND, ME 04943
(44.882529, -69.452201)",09/01/2016,44.882529,-69.452201,5.67556,161
205170,ODD FELLOWS & REBEKAHS' HOME OF MAINE,AUBURN,4210,Androscoggin,Non profit - Corporation,26,26,Medicare and Medicaid,False,Yes,"85 CARON LANE
AUBURN, ME 04210
(44.082865, -70.237897)",09/01/2016,44.082865,-70.237897,3.79531,162
205172,SUNRISE CARE FACILITY,JONESPORT,4649,Washington,Non profit - Corporation,28,23,Medicare and Medicaid,False,Yes,"11 OCEAN ST
JONESPORT, ME 04649
(44.530803, -67.60305)",09/01/2016,44.530803,-67.60305,4.77947,163
205169,WINTHROP MANOR LONG TERM CARE & REHAB CTR,WINTHROP,4364,Kennebec,For profit - Corporation,46,34,Medicare and Medicaid,False,Yes,"96 ROUTE
WINTHROP, ME 04364
(44.328874, -69.978675)",09/01/2016,44.328874,-69.978675,4.1629,164
205176,FOREST HILL MANOR,FORT KENT,4743,Aroostook,Non profit - Other,45,45,Medicare and Medicaid,True,Yes,"25 BOLDUC AVE
FORT KENT, ME 04743
(47.264686, -68.589826)",09/01/2016,47.264686,-68.589826,4.39531,165
215029,MANOR CARE HEALTH SERVICES - CHEVY CHASE,CHEVY CHASE,20815,Montgomery,For profit - Corporation,172,119,Medicare and Medicaid,False,Yes,"8700 JONES MILL ROAD
CHEVY CHASE, MD 20815
(38.998977, -77.065794)",09/01/2016,38.998977,-77.065794,3.98689,166
215037,KESWICK MULTI-CARE CENTER,BALTIMORE,21211,Baltimore City,Non profit - Corporation,242,222,Medicare and Medicaid,False,Yes,"700 WEST 40TH STREET
BALTIMORE, MD 21211
(39.33715, -76.629375)",09/01/2016,39.33715,-76.629375,4.08038,167
215031,LONG GREEN CENTER,BALTIMORE,21212,Baltimore City,For profit - Corporation,135,131,Medicare and Medicaid,False,Yes,"115 EAST MELROSE AVENUE
BALTIMORE, MD 21212
(39.366602, -76.617972)",09/01/2016,39.366602,-76.617972,2.64131,168
215033,LEVINDALE HEBREW GER CTR & HSP,BALTIMORE,21215,Baltimore City,Non profit - Corporation,210,196,Medicare and Medicaid,False,Yes,"2434 W BELVEDERE AVENUE
BALTIMORE, MD 21215
(39.3532, -76.665025)",09/01/2016,39.3532,-76.665025,5.24855,169
215107,ROCKVILLE NURSING HOME,ROCKVILLE,20850,Montgomery,Non profit - Corporation,100,75,Medicare and Medicaid,False,Yes,"303 ADCLARE ROAD
ROCKVILLE, MD 20850
(39.082137, -77.170597)",09/01/2016,39.082137,-77.170597,5.5457,170
215132,DEER'S HEAD CENTER,SALISBURY,21802,Wicomico,Government - State,80,43,Medicare and Medicaid,False,Yes,"2018 SALISBURY
MD 21802
(38.972914, -76.975239)",09/01/2016,38.972914,-76.975239,8.52545,171
215133,CARROLL LUTHERAN VILLAGE,WESTMINSTER,21157,Carroll,Non profit - Church related,103,90,Medicare and Medicaid,False,Yes,"200 ST LUKE'S CIRCLE
WESTMINSTER, MD 21157
(39.566112, -77.044688)",09/01/2016,39.566112,-77.044688,4.53612,172
215134,HARTLEY HALL NURSING AND REHABILITATION,POCOMOKE CITY,21851,Worcester,Non profit - Corporation,73,68,Medicare and Medicaid,False,Yes,"1006 MARKET STREET
POCOMOKE CITY, MD 21851
(38.067927, -75.557846)",09/01/2016,38.067927,-75.557846,3.81849,173
215135,HERITAGE CENTER,DUNDALK,21222,Baltimore,For profit - Corporation,177,167,Medicare and Medicaid,False,Yes,"7232 GERMAN HILL ROAD
DUNDALK, MD 21222
(39.282803, -76.517421)",09/01/2016,39.282803,-76.517421,3.50533,174
215146,FORT WASHINGTON HEALTH & REHABILITATION CENTER,FORT WASHINGTON,20744,Prince Georges,For profit - Corporation,150,135,Medicare and Medicaid,False,Yes,"12021 LIVINGSTON ROAD
FORT WASHINGTON, MD 20744
(38.722328, -76.986784)",09/01/2016,38.722328,-76.986784,3.43585,175
215136,TRANSITIONS HEALTHCARE AT SYKESVILLE,SYKESVILLE,21784,Carroll,For profit - Partnership,118,110,Medicare and Medicaid,False,Yes,"7309 SECOND AVENUE
SYKESVILLE, MD 21784
(39.374484, -76.971502)",09/01/2016,39.374484,-76.971502,2.04919,176
215145,ST THOMAS MORE MEDICAL COMPLEX,HYATTSVILLE,20782,Prince Georges,For profit - Corporation,260,244,Medicare and Medicaid,False,Partial,"4922 LASALLE ROAD
HYATTSVILLE, MD 20782
(38.952607, -76.977768)",09/01/2016,38.952607,-76.977768,3.68824,177
215144,REEDERS MEMORIAL HOME,BOONSBORO,21713,Washington,For profit - Corporation,157,118,Medicare and Medicaid,False,Yes,"141 SOUTH MAIN STREET
BOONSBORO, MD 21713
(39.502305, -77.650018)",09/01/2016,39.502305,-77.650018,3.88278,178
215168,LAYHILL CENTER,SILVER SPRING,20906,Montgomery,For profit - Corporation,129,115,Medicare and Medicaid,False,Yes,"3227 BEL PRE ROAD
SILVER SPRING, MD 20906
(39.091521, -77.069113)",09/01/2016,39.091521,-77.069113,3.42002,179
215165,BRADFORD OAKS CENTER,CLINTON,20735,Prince Georges,For profit - Corporation,180,164,Medicare and Medicaid,False,Partial,"7520 SURRATTS ROAD
CLINTON, MD 20735
(38.750583, -76.875725)",09/01/2016,38.750583,-76.875725,3.58845,180
215147,FUTURE CARE NORTHPOINT,BALTIMORE,21224,Baltimore,For profit - Corporation,180,129,Medicare and Medicaid,False,Yes,"1046 OLD NORTH POINT ROAD
BALTIMORE, MD 21224
(39.289352, -76.50819)",09/01/2016,39.289352,-76.50819,3.5796,181
215171,MANORCARE HEALTH SERVICES - POTOMAC,POTOMAC,20854,Montgomery,For profit - Corporation,158,141,Medicare and Medicaid,False,Yes,"10714 POTOMAC TENNIS LANE
POTOMAC, MD 20854
(39.031895, -77.201411)",09/01/2016,39.031895,-77.201411,3.48912,182
215178,FREDERICK VILLA NURSING & REHAB CENTER,CATONSVILLE,21228,Baltimore,For profit - Corporation,125,107,Medicare and Medicaid,False,Yes,"711 ACADEMY ROAD
CATONSVILLE, MD 21228
(39.286458, -76.720654)",09/01/2016,39.286458,-76.720654,3.78371,183
215179,"AURORA SENIOR LIVING OF MANOKIN, LLC",PRINCESS ANNE,21853,Somerset,For profit - Corporation,135,110,Medicare and Medicaid,False,Yes,"11974 EDGEHILL TERRACE
PRINCESS ANNE, MD 21853
(38.206037, -75.701003)",09/01/2016,38.206037,-75.701003,3.63047,184
215181,OAKWOOD CARE CENTER,BALTIMORE,21220,Baltimore,For profit - Partnership,130,126,Medicare and Medicaid,False,Yes,"1300 WINDLASS DRIVE
BALTIMORE, MD 21220
(39.335341, -76.450123)",09/01/2016,39.335341,-76.450123,4.14001,185
215180,COLLINGTON EPISCOPAL LIFE CARE,MITCHELLVILLE,20721,Prince Georges,Non profit - Corporation,44,34,Medicare and Medicaid,False,Yes,"10450 LOTTSFORD ROAD
MITCHELLVILLE, MD 20721
(38.917193, -76.829079)",09/01/2016,38.917193,-76.829079,5.3724,186
215194,FOREST HILL HEALTH AND REHABILITATION CENTER,FOREST HILL,21050,Harford,For profit - Corporation,156,152,Medicare and Medicaid,False,Yes,"109 FOREST VALLEY DRIVE
FOREST HILL, MD 21050
(39.559109, -76.373396)",09/01/2016,39.559109,-76.373396,2.93733,187
215189,CALVERT MANOR HEALTH CARE CENT,RISING SUN,21911,Cecil,For profit - Corporation,144,132,Medicare and Medicaid,False,Yes,"1881 TELEGRAPH ROAD
RISING SUN, MD 21911
(39.70298, -75.981551)",09/01/2016,39.70298,-75.981551,3.7024,188
215207,"LOCHEARN NURSING HOME, LLC",BALTIMORE,21215,Baltimore City,For profit - Corporation,200,187,Medicare and Medicaid,False,Yes,"4800 SETON DRIVE
BALTIMORE, MD 21215
(39.343384, -76.707678)",09/01/2016,39.343384,-76.707678,3.77324,189
215215,AUTUMN LAKE HEALTHCARE AT ALICE MANOR,BALTIMORE,21211,Baltimore City,For profit - Corporation,105,92,Medicare and Medicaid,False,Yes,"2095 ROCKROSE AVENUE
BALTIMORE, MD 21211
(39.333612, -76.649242)",09/01/2016,39.333612,-76.649242,3.9031,190
215212,HILLHAVEN NURSING CENTER,ADELPHI,20783,Prince Georges,For profit - Corporation,66,55,Medicare and Medicaid,False,Yes,"3210 POWDER MILL ROAD
ADELPHI, MD 20783
(39.03285, -76.951063)",09/01/2016,39.03285,-76.951063,5.53291,191
